id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
251,"Shelling Bean, Haricots Verts & Zucchini Salad With Anchovies",66,salad,1235.02,11.01,18.04,37.28,1699.48,10.17,25.87,1108.1,15.06,1.1,777.42,1.36,1122.66,3464.09,1.54,8.39,3.1,386.93,0.53,2.79,1.46,6.91,55.79,3011.66,0,105.75,108.92,0,0,48.75,142.94,68.07,"anchovy,basil leaves,black pepper,cranberry beans,garlic,haricots verts,kosher salt,kosher salt,lemon juice,olive oil,parmesan cheese,zucchini"
252,Mediterranean Salad Platter,67,salad,423.96,8.2,13.92,27.54,1009.19,3.88,14.76,244.47,1.91,0.47,204.83,0.21,94.97,880.77,0.23,1.8,0.54,62.45,0.76,0.94,0.67,6.06,5.51,3358.53,0.97,39.36,118.83,0,0,34.11,20.48,11.79,"balsamic vinegar,capers,feta cheese,green olives,kalamata olives,oil packed tuna,olive oil,olive oil,pepper,red bell peppers,red onions,salt,tomatoes,zucchini"
253,"White Anchovy, Parmesan & Grilled Bread Salad",76,,60.41,1.17,0.61,3.4,321.7,0.48,2.84,51.73,0.46,0.04,77.25,0.03,12.28,87.06,0.02,0.26,0.1,8.32,0,0.11,0.02,0.39,0.79,706.09,0,29.25,4.41,0,0,3.72,4.39,2.62,"bread,carrot,celery stalks,fennel bulb,flat leaf parsley leaves,green onion tops,juice of lemon,oil cured black olives,olive oil,parmigiano reggiano cheese,salt and pepper,white wine vinegar"
254,"Pizza Recipe With Mozzarella, Anchovies, Chilli, Capers & Parsley",100,"lunch,main course,main dish,dinner",429.06,13.35,4.11,76.75,1038.17,2.99,20.49,349.54,1.83,0.33,468.12,0.06,26.88,359.96,0.13,2.94,0.12,37.42,2.04,0.44,0.17,3.06,1.1,1197.32,0.34,75.87,34.27,0,0,34.02,7.57,23.15,"anchovy,capers,chilli,extra virgin olive oil,fresh flat leaf parsley,juice of lemon,mozzarella,sea-salt,tomato sauce"
255,Sage-rubbed Pork Tenderloins with Sage Butter,100,"lunch,main course,main dish,dinner",295.43,7.77,0.76,124.07,519.22,10.38,47.62,385,1.79,0.53,26.17,1.54,0,633.75,1.38,2.98,0.12,46.13,0.83,1.33,1.22,1.13,0.34,296.54,0.63,11.83,0,0,0,17.63,1.67,32.52,"anchovy fillet,black pepper,brown sugar,coarse kosher salt,dried sage,fresh sage leaves,garlic clove,garlic powder,olive oil,pork tenderloins,unsalted butter"
256,Turkey Sandwich With Tapenade And Fontina,23,,362.81,7.44,5.45,91.65,681.55,8.81,30.08,311.52,2.21,0.35,218.1,0.22,66.71,421.66,0.15,2.98,0.44,48.45,1.47,1.26,0.77,2.17,3.18,2684.13,0.41,7.68,96.38,0,0,18.7,19.62,28.78,"anchovy,bread,capers,fontina cheese,garlic clove,lemon juice,olive oil,olives,bell pepper,turkey"
257,Panzanella With Anchovy And Mint,142,side dish,78.83,0.2,4.13,0.8,765.06,1.77,6.51,67.48,1.47,0.09,49.72,0.14,36.14,294.63,0.14,0.48,0.38,24.71,0,0.4,0.13,0.51,1.98,438.95,0,7.35,20.06,0,0,0.92,14.72,3.47,"anchovy,bread,capers,cherry tomatoes,cucumber,garlic,mint,red onion,sea salt,sea-salt,sherry vinegar"
258,Caesar-Style Dressing,143,side dish,276.85,4.99,0.87,20.21,675.3,0.58,4.15,41.66,0.32,0.03,53.05,0.02,4.21,37.61,0.03,0.25,0.03,5.98,0.11,0.12,0.03,1.36,0,56.62,0,61.94,2.39,0,0,29.17,1.22,2.54,"capers,dijon mustard,garlic clove,kosher salt,lemon juice,mayonnaise,oil-packed anchovies,parmigiano reggiano cheese,water"
260,Linguine Puttanesca With Chickpeas,6,,673.8,1.89,16.84,3.2,943.69,6.3,77.64,388.94,6.88,0.26,167.89,0.37,135.25,1224.82,1.03,3.17,2.05,142.1,0,1.43,0.7,5.28,12.72,1080.46,0,103.64,33.32,0,0,13.19,118.03,24.6,"anchovies,black olives,canned tomatoes,capers,chickpeas,fresh parsley,garlic,linguine,olive oil,red pepper flakes,salt"
261,Caesar Soup,143,soup,485.03,8.96,3.47,32.62,2010.09,4.83,17.16,382.97,3.9,0.38,484.81,0.33,262.02,890.15,0.33,2.74,1.31,59.43,0.48,1.88,0.18,4.33,6.53,4198.15,0.18,373.29,37.51,0,0,34.56,28.64,17.52,"bread,canned anchovy,chicken broth,escarole,extra virgin olive oil,garlic,juice of lemon,romaine lettuce,romano cheese,salt and pepper,worcestershire sauce"
262,"Young Green Bean, Anchovy and Potato Salad",149,side dish,377.57,4.06,10.46,190.1,550.31,4.06,18.99,226.37,6.43,0.52,140.96,0.23,130.56,1154.82,0.66,1.65,1.15,83.33,0.59,1.68,0.81,5.17,9.35,3961.91,1.1,35.02,135.27,0,0,22.45,33.36,14.3,"anchovy fillets,green beans,hard cooked eggs,lemon juice,oil cured black olives,olive oil,oregano,bell pepper,red onion,salt,tomatoes,yukon gold potatoes"
263,Green Goddess Chicken Wraps,200,"lunch,main course,main dish,dinner",675.9,14.24,5.13,108.43,1186.58,9.55,40.81,490.04,4.93,0.53,386.66,0.42,169.64,783.97,0.31,2.33,0.92,81,0.72,1.61,0.47,1.96,2.98,3604.62,0.4,222.05,70.44,0,0,44.3,38.38,30.92,"anchovy,baby spinach,burrito-size tortillas,capers,chives,flat-leaf parsley,garlic clove,kosher salt,lemon juice,mayonnaise,muenster cheese,mushrooms,rotisserie chicken,sour cream,tarragon,white wine vinegar,yellow bell pepper"
264,Grissini With Anchovy Dip,100,side dish,772.07,12.86,25.61,39.48,1198.6,6.4,13.42,664.42,4.08,0.41,134.55,0.55,119.12,246.95,0.16,1.14,0.46,40.63,0.25,0.74,0.24,3.35,8.87,1097.63,0.2,21.85,0.95,0,0,41.01,88.48,12.97,"anchovies,anchovy,butter,chilli flakes,corn bread mix,flat-leaf parsley,garlic cloves,olive oil,parmesan,rosemary leaves"
265,Multilayered Anchovy Bread,53,bread,172.98,1.24,0.11,0.8,294.89,2.52,16.75,47.8,1.51,0.22,15.22,0.42,92.88,80.09,0.06,0.44,0.2,12.83,0,0.42,0.07,1.49,1.75,295.07,0,8.12,0,0,0,8.89,19.57,4.05,"active yeast,anchovy,flour,hungarian paprika,olive oil,olive oil,oregano,salt,salt,semolina flour,water"
269,"Braised Chicken Thighs With Tomato, Capers, Anchovies & Olives",100,"lunch,main course,main dish,dinner",702.69,11.94,12.26,238.55,1083.64,15.07,48.41,480.82,5.34,0.51,134.49,0.38,72.95,1300.06,0.56,3.91,0.6,105.15,1.57,3.3,1.4,5.81,6.7,3143.74,0.24,44.12,115.47,2.06,0,48.25,22.6,44.51,"anchovy,bell pepper,bone-in chicken thighs,canned tomatoes,capers,dry white wine,extra virgin olive oil,garlic,kosher salt,olives,oregano,parsley"
270,Stuffed Cornuto Peppers,200,"lunch,main course,main dish,dinner",679.01,4.39,11.64,3.2,1394.34,9.27,29.97,246.78,7.83,0.54,273.88,1.18,167.86,731.38,0.52,2.21,1.36,85.64,0.41,0.95,0.55,4.16,9.21,2547.78,0,376.87,151.09,0,0,27.53,89.44,18.37,"anchovies,basil,black olives,bread crumbs,capers,garlic,olive oil,parsley,peppers,salt and pepper,sun-dried tomatoes"
271,Black Truffle Pasta,100,"lunch,main course,main dish,dinner",2402.72,22.9,15.96,606.86,1419.9,16.17,539.71,1681.03,13.87,0.7,265.21,1.21,232.82,1864.2,2.06,13.44,5.96,407.91,2.05,6.53,1.74,11.82,24.08,3113.56,2.25,40.61,96.07,0,0,5,490.41,99.02,"anchovies,butter,fettucine,garlic,olive oil,bell pepper,salt,truffles"
272,Pasta With Strong Tomato Sauce,100,"lunch,main course,main dish,dinner",734.35,7.78,10.55,18.19,337.14,4.61,64.98,256.63,2.75,0.14,52.51,0.22,49.53,530.25,0.38,2.21,1.06,72.33,0.21,0.71,0.32,3.76,5.17,1105.23,0.29,115.57,17.43,0,0,33.11,89.34,19.75,"anchovies,black olives,cooking oil,farfalle,food dye,food dye,garlic,olive oil,parsley,pork links,red pepper flakes,rustic loaf,tomatoes,pelati"
273,Kale Salad With Walnuts And Soft-boiled Eggs,70,salad,817.34,15.68,3.97,410.6,1506.5,2.49,48.21,800.49,4.99,0.88,827.47,0.38,132.36,832.34,1.99,4.78,2.52,164.3,1.75,2.11,0.71,2.6,4.92,7589.54,2.45,461.49,90.88,0,0,66.24,20.21,43.92,"anchovy,garlic clove,ground cumin,hard-boiled eggs,kale,kosher salt,lemon juice,olive,parmesan,red pepper flakes,walnuts"
274,Spaghetti With Green Olive Sauce,200,"lunch,main course,main dish,dinner",674.31,3.12,4.52,0,1107.83,3.42,77.5,254.03,2.82,0.16,84.4,0.31,43.3,325.69,0.43,1.95,1.27,73.83,0.07,0.63,0.23,3.56,5.88,281.09,0,10.62,0,0,0,21.59,101.54,18.46,"breadcrumbs,coarse salt,garlic,green olives,olive oil,red pepper flakes,salt packed anchovies,spaghetti"
275,Bagna Cauda Panini,100,"lunch,main course,main dish,dinner",6298.56,50.83,47.58,233.1,15689.03,0.78,17.21,352.47,1.71,0.32,493.2,0.06,57.66,342.86,0.09,2.95,0.13,37.12,2.11,0.41,0.11,2.11,46.78,4204.11,1.63,276.25,37.25,0,0,5,1316.19,247.2,"coarse salt,focaccia,fresh chives,fresh flat-leaf parsley,fresh mozzarella,juice of lemon,oil packed tuna,radishes,unsalted butter"
276,Fried Squash Blossoms,166,side dish,137.3,2.63,0.16,10.77,411.62,0,4.23,80.12,0.29,0,363.96,0,4.62,125.2,0.02,0,0.09,0,0,0,0,0.82,0.3,457.3,0,3.28,0,0,0,8.6,10.82,4.25,"anchovies in salt,baking powder,buffalo mozzarella,cake flour,coarse salt,cornstarch,olive oil,sparkling water,squash blossoms"
277,"Broccoli With Burrata, Pine Nuts And Warm Anchovy Vinaigrette",200,"lunch,main course,main dish,dinner",671.2,20.62,4.41,94.81,719.35,2.63,7.73,177.73,2.89,0.22,2110.85,0.28,83.81,505.86,0.28,1.58,1.58,63.59,0.09,0.72,0.24,4.35,3.85,3608.63,0.17,122.53,85.52,0,0,53.28,23.24,24.68,"anchovy filets,breadcrumbs,broccoli,buffalo mozzarella,dried chili flakes,fresh thyme,garlic,juice of lemon,olive oil,parsley leaves,pine nuts,salt and pepper,shallot,unsalted butter"
278,Puntarella Dressing,118,side dish,653.08,10.05,0.22,4.8,591.72,1.15,3.36,19.11,0.73,0.02,18.72,0,0,51.24,0.03,0.18,0.06,4.5,0,0,0.05,10.39,0,0,0,43.4,3.84,0,0,72.42,1.51,1.85,"anchovies,garlic,juice of lemon,olive oil,salt"
279,Pasta With Broccoli,100,"lunch,main course,main dish,dinner",592.01,2.86,3.21,3.6,46.83,3.03,74.8,236.5,2.18,0.11,46.2,0.12,21.62,330.07,0.37,1.83,1.14,66.48,0,0.57,0.26,3.44,4.4,596.34,0,12.83,1.18,0,0,19.81,86.91,16.52,"anchovies,garlic,olive oil,pasta,red pepper flakes"
280,Tapenade Crostini,125,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",65.19,0.59,0.16,0.74,196.77,0.66,3.42,14.21,0.44,0.04,15.76,0.05,21.07,0,0.04,0,0.06,4.64,0,0,0,0.69,0.6,67.21,0,8.1,1.02,0.31,0,3.98,5.78,1.3,"anchovy fillets,baguette,cognac,fresh flat-leaf parsley,fresh flat-leaf parsley,garlic clove,garlic cloves,lemon juice,oil cured black olives,olive oil,white pepper"
281,Dinner Tonight: Tomato Sauce with Mushrooms and Anchovy,200,"lunch,main course,main dish,dinner",736.65,7.24,10.95,21.6,830.51,7.71,90.63,564.93,3.88,0.69,428.58,0.3,59.19,992.14,0.91,3.38,1.34,107.74,0.42,2.66,0.51,3.48,7.12,465.08,0.38,14.48,13.93,0,0,23.77,99.22,31.46,"anchovy,canned tomatoes,fresh rosemary,garlic,olive oil,onion,parmesan,salt and pepper,short pasta,white mushrooms"
282,Roasted Salmon With Spicy Cauliflower,100,"lunch,main course,main dish,dinner",845.79,6.6,11.41,188.31,488.82,29.48,128.53,906.07,5.55,1.6,178.22,1.05,355.82,3197.05,1.08,3.55,0.85,177.28,10.83,8.92,3.75,3.65,12.25,235.23,0,83.27,276.81,0,0,44.31,33.73,78.02,"anchovy,cauliflower,cauliflower,coarse salt,garlic cloves,lemon,olive oil,olive oil,olive oil,red pepper flakes,red pepper flakes,salmon fillets,salmon fillets"
283,Parmesan Chicken With Caesar Roasted Romaine,100,"lunch,main course,main dish,dinner",999.08,17.99,7.72,546.54,2058.64,88.1,279.18,2138.31,8.93,1.28,746.69,1.05,399.85,3872.31,0.52,7.22,0.91,290.34,2.3,12.37,6.38,8.26,9.51,20961.07,1.01,392.54,88.32,0,0,5,42.95,195.57,"anchovy,asiago cheese,flat-leaf parsley,garlic cloves,hearts of romaine,kosher salt,lemon,olive oil,panko,skinless boneless chicken breasts"
284,"Romaine Lettuce dressed with Anchovy Puree, Crumbled Hard Boiled Egg and Toasted Whole Grain Bread Bites",100,"lunch,main course,main dish,dinner",553.42,10.28,4.27,191.06,700.5,4.07,38.01,420.19,3.72,0.5,467.13,0.25,199.3,580.58,0.28,2.5,0.96,67.18,0.81,1.32,0.4,4.92,4.66,10553.36,1.02,168.17,15.85,0,0,40.86,21.83,24.59,"anchovy,chicken stock,eggs,extra virgin olive oil,flat leaf parsley,garlic cloves,lemon juice,multi grain bread,parmesan cheese,red chile flakes,romaine hearts"
285,Pan-seared Steak With Caper-anchovy Butter,200,"lunch,main course,main dish,dinner",516.99,16.85,3.16,159.26,303.62,11.38,40.37,350.12,2.95,0.25,57.22,0.15,54.11,711.77,0.14,6.34,0.11,46.25,1.85,1.29,1.18,3.46,1.62,2875.15,0.32,14.11,95.72,0,0,39.15,4.69,36.47,"anchovy,bell pepper,canola oil,capers,fresh parsley,garlic,kosher salt,lemon zest,tri-tip steaks,unsalted butter"
286,Panzanella,151,side dish,284.76,3.39,6.61,4.25,567.83,2.99,11.65,137.15,2,0.15,149.87,0.23,58.92,442.32,0.17,0.88,0.62,38.83,0.08,0.48,0.18,3.12,3.73,1457.52,0,57.88,25.54,0,0,17.94,25.14,7.44,"bread cubes,fresh basil leaves,lemon juice,oil cured black olives,olive oil,parmesan,parsley,red onion,red wine vinegar,salt,tomatoes"
287,Escarole and Roasted Broccoli Salad with Anchovy Dressing,74,side dish,198.75,3.03,1.64,39.55,268.41,0.84,5.41,95.29,1.04,0.14,83.01,0.08,65.37,312.2,0.06,0.57,0.21,22.07,0.11,0.66,0.18,3.15,2.44,766.98,0.2,127.19,83.71,0,0,18.18,6.64,4.41,"anchovy,asiago cheese,broccoli,egg yolks,escarole,garlic cloves,lemon juice,marjoram,olive oil,parsley,salt"
288,Chicken Thighs With Snap Peas And Agliata,100,"lunch,main course,main dish,dinner",708.74,6.58,7.27,215.13,593.66,15.97,62.2,552.15,6.18,0.64,148.18,0.7,96.55,941.57,0.33,4.43,0.74,97.29,1.58,3.65,1.38,5.43,5.15,2001.47,0,129.48,69.06,0,0,38.7,38.11,52,"anchovy paste,breadcrumbs,extra virgin olive oil,garlic cloves,jalapeno peppers,parsley,red pepper flakes,salt packed anchovies,shallots,skinless boneless chicken thighs,snap peas,sweet paprika"
289,Butternut Squash Tart With Anchovy Vinaigrette,200,"lunch,main course,main dish,dinner",642.27,20.29,4.88,118,631.93,4.14,23.6,267.77,3.92,0.4,334.36,0.46,158,561.95,0.2,1.32,0.64,65.37,0.46,0.98,0.29,4.43,4.07,13808.86,0.94,50.92,24.96,0,0,43.71,47.09,15.13,"anchovy,butternut squash,cayenne pepper,eggs,flour,fresh thyme,fresh thyme leaves,ice water,kosher salt,leeks,olive oil,parmesan cheese,romaine lettuce leaves,Salt & Pepper,sugar,unsalted butter,white wine vinegar,whole milk"
293,Greek Salad With Cherry Tomatoes,53,salad,171.56,6.25,3.12,32.87,813.46,0.75,6.15,142.63,0.8,0.33,203.1,0.09,24.09,152.12,0.08,1.19,0.1,18.1,0.62,0.48,0.23,1.52,1.45,634.26,0,5.92,20.41,0,0,13.78,5.16,6.11,"anchovy,capers,cherry tomatoes,cucumbers,feta cheese,fresh dill,garlic clove,green bell pepper,kalamata olives,olive oil,oregano,pepper,red bell peppers,red onions,salt,wine vinegar"
294,Crostini With Tapenade,81,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",110.88,0.59,0.32,0.3,226.72,1.49,8.96,34.92,1.02,0.1,27.4,0.15,62.16,42.37,0.07,0.3,0.16,9.57,0,0.13,0.02,0.43,0.93,0,0,5.9,1.22,0.31,0,3.41,16.36,2.99,"anchovies,baguette,capers,cognac,fresh flat-leaf parsley,garlic cloves,lemon juice,olive oil,white pepper"
295,Bagna Cauda,129,side dish,141.19,5.42,1.09,26.01,97.89,2.72,8.37,79.69,1.09,0.09,46.76,0.06,57.95,394.99,0.29,0.73,0.21,18.9,0.08,0.52,0.17,1.79,1.88,438.22,0.2,146.29,62.01,0,0,11.15,7.85,4.05,"anchovies,butter,crusty bread,garlic,green onions,olive oil,portabella mushrooms,radicchio,red belgian endive,yellow bell peppers"
296,Bean Sprout Soup (kongnamul Guk),107,soup,102.91,0.46,8.83,14.4,4804.53,5.18,10.51,162.42,3.25,0.34,129.97,0.2,138.32,476.76,0.66,1.57,0.46,76.18,0.15,0.96,0.26,1.19,4.72,769.54,0,94.64,29.86,0,0,1.85,14.2,11.53,"anchovies,bean sprouts,daikon,green onions,kelp,korean chili powder,salt,water"
297,The Chicken Fried Pork Belly Caesar,86,side dish,786.5,19.64,4.64,185.5,263.85,4.42,17.84,178.85,2.3,0.42,58.06,0.41,166.88,512.42,0.12,1.43,0.28,28.21,0.78,1.03,0.42,7.17,3.37,8697.25,1.3,96.81,105.63,0,0,5,15.13,11.81,"anchovies,bell pepper,canola oil,duck fat,egg yolk,eggs,flour,garlic,lemon juice,panko,pork belly,romaine lettuce,salt,vegetable oil"
298,Roast Lamb With Anchovies,100,"lunch,main course,main dish,dinner",300.05,3.58,2.63,138.05,197.75,14.4,52.16,443.94,4.25,0.59,34.63,0.33,58.17,755.1,0.32,8.32,0.17,68.22,5.69,1.61,0.47,0.51,0.65,0,0,0,3.26,4.29,0,10.21,6.47,45.57,"anchovies,chicken stock,garlic cloves,leg of lamb,onions,white wine"
299,Roast Leg Of Lamb With Salsa Verde,100,"lunch,main course,main dish,dinner",653.6,8.85,0.73,201.6,1186.44,19.9,74.9,625.37,6.69,0.83,52.53,0.47,93.17,1011.56,0.49,12.3,0.23,97.3,8.51,2.33,0.61,4.83,1.25,412.72,0,90.38,11.16,0,0,41.44,4.32,65.84,"capers,fresh mint,garlic,green onions,ground pepper,juice of lemon,leg of lamb,olive oil,parsley,red wine vinegar,salt"
300,"Broccoli With Anchovies, Capers & Chilli",89,side dish,237.88,2.12,3.8,1.2,217.23,1.56,4.88,115.99,1.55,0.21,81.25,0.13,101.65,567.45,0.12,0.74,0.39,39,0,0.94,0.4,3.38,4.62,1165.26,0,166.57,168.48,0,0,14.93,22.53,7.05,"anchovies,broccoli,capers,chillies,ciabatta,garlic cloves,olive oil"
302,"Red Mullet With Tomatoes, Olives & Anchovies",200,"lunch,main course,main dish,dinner",507.53,5.73,1.45,148.8,515.16,16.34,111.03,683.6,3.69,0.26,144.56,0.29,35.46,1205.37,0.22,1.7,0.11,95.48,0.68,2.37,1.33,6.08,1.03,720.2,4.5,12.49,16.54,0,0,28.65,3.05,59.37,"anchovies,black olives,cherry tomatoes,fresh basil,lemon juice,olive oil,red mullet"
303,Radicchio Slaw With Green Beans And Cauliflower,123,side dish,239.28,3.43,4.39,4.81,330.34,1.45,3.71,128.63,1.35,0.15,113.33,0.11,113.98,623.8,0.18,0.84,0.36,37.69,0.07,1.21,0.37,3.44,4.17,242.17,0,102.27,84.92,0,0,19.96,12.32,6.18,"anchovy,cauliflower,coarse salt,dijon mustard,green beans,lemon juice,lemon zest,olive oil,parmesan cheese,radicchio,roasted garlic"
304,Hunter's Chicken Stew,200,"lunch,main course,main dish,dinner",711.87,12.03,8.85,187.3,896.59,19.99,39.13,438.38,5.23,0.42,118.1,0.31,42.02,1084.98,0.52,3.89,0.47,93.85,0.8,2.84,1.2,4.9,4.43,852.93,0.49,18.69,22.98,20.44,0,47.35,20.93,50.5,"anchovy,bay leaves,black olives,canned tomatoes,chianti,chicken,coarse salt,fresh rosemary,garlic,olive oil"
305,Fried Squash Blossoms With Salsa Verde,70,side dish,191.21,2.19,2.22,14.37,504.18,1.96,13.74,251.48,1.42,0.11,465,0.14,37.83,444.26,0.07,0.43,0.25,12.71,0,0.18,0.02,0.31,0.86,738.29,0,0,2.9,0,0,5.6,27.16,7.47,"anchovy,baking powder,cake flour,coarse salt,flour,mozzarella di bufala,olive oil,salsa verde,sparkling water,squash blossoms"
306,Crudit?s And Shrimp With Green Goddess Dip,125,side dish,316.56,4.77,10.1,215.5,288.03,2.33,24.1,228.05,4.31,0.42,150,0.19,129.33,748.46,0.28,1.7,0.64,57.51,0.56,2,0.59,4.07,7.13,15156.91,0.93,60.75,134.91,0,0,21.1,19.78,13.34,"anchovy,avocado,baby carrots,belgian endive,cucumbers,egg,fresh basil,fresh tarragon,garlic clove,lemon juice,olive oil,orange bell peppers,parsley,shallot,shrimp,sour cream,sugar snap peas,white wine vinegar"
307,Flageolet Beans And Frisee Salad,159,side dish,259.84,1.69,0.7,9,53.66,3.01,5.77,146.14,4.89,0.14,162.2,0.24,67.24,748.54,0.56,0.52,0.28,113.37,0.09,0.78,0.1,2.9,2.37,3319.06,0,190.28,20.2,0,0,11.87,26.1,13.45,"anchovy,fresh flat-leaf parsley,frisee,garlic,lemon juice,mat beans,olive oil,pepper"
308,Caesar Salad With Heart Croutons,51,salad,274.72,3.96,5.36,43.68,917.16,3.35,17.9,245.4,4.08,0.33,399.4,0.42,344.36,615.63,0.18,1.47,0.63,51.03,0.27,0.75,0.24,1.04,5.75,18349.54,0.24,216.61,13.35,0,0,10.99,31.81,13.96,"anchovy,dijon mustard,egg yolk,garlic,lemon juice,olive oil,parmesan cheese,pepper,romaine lettuce,salt,white bread"
309,Fish and Zucchini Puttanesca Stew,200,"lunch,main course,main dish,dinner",301.79,1.57,16.97,57.9,997.99,8.51,50.24,335.88,4.41,0.37,126.93,0.31,122.87,1451.85,0.57,1.6,0.78,106.93,1.8,1.64,0.96,5.26,7.55,3436.62,3.52,41.72,137.85,0,0,8.07,28.08,29.21,"anchovy,canned tomatoes,capers,chili flakes,fish,fresh parsley,garlic,olive oil,olives,onion,oregano,bell pepper,vegetable stock,zucchini"
310,Linguine With Garlic And Breadcrumbs,100,"lunch,main course,main dish,dinner",720.55,1.15,5.06,3.6,66.23,4.2,111.62,345.6,2.77,0.15,62.29,0.23,38.69,424.74,0.53,2.62,1.65,96.19,0.06,0.82,0.28,1.46,5.99,0,0,5.64,3.05,0,0,10.23,132.69,24.43,"anchovy,breadcrumbs,cooking oil,garlic cloves,lemon zest,lemon zest,linguine,linguine"
311,Sunny Side Up Eggs,118,side dish,341.65,4.46,6.58,215.02,746.45,3.36,28.4,238.04,4.11,0.5,158.34,0.24,99.71,627.43,0.27,1.69,0.72,95.7,0.56,1.55,0.45,5.36,4.83,7259.73,1.15,637.22,132.19,0,0,21.69,24.36,14.22,"anchovies,bell pepper,bread,capers,coarse sea salt,eggs,lemon,olive oil,parmesan cheese,swiss chard"
312,Green Goddess Dressing,168,side dish,687.21,11.38,2.91,45.58,632.67,1.16,5.03,67.96,2.08,0.12,77.18,0.09,136.6,343,0.1,0.59,0.35,25.32,0.15,0.36,0.14,3.34,2.2,7917.58,0.19,293.01,9.67,0,0,72.54,5.09,3.82,"anchovy,chicory,chives,escarole,garlic cloves,green onion,mayonnaise,parsley,romaine,shrimp,tarragon,tarragon vinegar"
313,The Chicken-fried Pork Belly Caesar,100,"lunch,main course,main dish,dinner",200.08,24.59,4.79,207.1,746.49,4.77,25.32,390.23,2.61,0.53,415.98,0.42,168.41,543.81,0.13,2.29,0.29,42.01,1.15,1.18,0.45,7.24,3.36,8932.33,1.45,97.32,104.18,0,0,5,15.84,22.93,"anchovies,bell pepper,canola oil,duck fat,egg yolk,eggs,flour,garlic,lemon juice,panko,parmigiano reggiano,pork belly,romaine lettuce,salt,vegetable oil"
314,Salsa Verde,138,side dish,548.78,7.93,3.24,7.2,119.12,2.51,7.36,56.15,1.45,0.1,38.71,0.08,39.69,248.94,0.06,0.51,0.19,20.74,0.07,0.36,0.28,9.33,2,2534.6,0,70.48,99.14,0,0,57.14,6.17,3.8,"anchovy,capers,fresh flatleaf parsley,garlic,mint,mustard,olive oil,bell pepper,red wine vinegar"
315,Salade Nicoise,78,side dish,214.59,2.15,3.86,61.66,486.56,2.58,20.4,158.34,2.21,0.19,62.99,0.16,141.55,690.01,0.18,0.83,0.35,46.45,0.37,0.64,0.31,2.26,4.13,7379.2,0.71,97.19,16.5,0,0,13.09,15.9,9.94,"capers,celery,coarse salt,dijon mustard,eggs,green beans,olive oil,pepper,radishes,red potatoes,romaine lettuce,shallot,solid white tuna packed in water,tomatoes,white-wine vinegar,nicoise"
316,Natural Factors??Tropical Summer Caesar Salad,68,salad,544.9,5.79,25.42,5.3,731.63,3.5,5.58,165.2,3.8,0.3,216.54,0.46,370.1,1109.29,0.61,2.57,3.32,94.13,0.07,2.69,0.42,6.31,12.26,5088.72,0,545.6,124.64,0,0,39.87,43.94,8.76,"anchovy,capers,celery stalk,date,endive,extra virgin olive oil,flax,garlic,nutritional yeast,parmesan cheese,pineapple,red wine vinegar,romaine hearts,tamari,water,pgx"
317,Garlic And Oil Spaghetti With Greens,100,"lunch,main course,main dish,dinner",2288.57,9.42,16.51,14.4,909.51,12.66,301.05,1078.6,13.25,0.65,339.19,0.6,142.75,2402.43,1.99,8.26,5.66,505.87,0.15,2.76,1.23,14.58,20.87,18898.42,0,2574.03,100.17,0,0,63.25,358.62,71.21,"anchovy,crushed red pepper,extra virgin olive oil,garlic,nutmeg,salt and pepper,scallions,spaghetti,swiss chard"
318,Panzanella,152,side dish,536.29,3.72,12.58,1.6,1143.14,8.61,34.16,235.55,5.08,0.38,193.69,0.63,138.29,726.84,0.35,1.8,1.65,80.96,0,1.22,0.44,4.49,7.83,2181.25,0,37.13,105.12,0,0,24.28,66.86,14.91,"anchovy,basil,black olives,bread,garlic cloves,olive oil,red bell pepper,red chiles,red wine vinegar,salt packed anchovy,sea-salt,tomatoes,yellow bell pepper"
319,Smoky Red Pepper Soup,107,soup,25.16,0.2,0.55,0,364.11,0.23,0.77,0,0.22,0,0,0.03,4.41,0,0,0,0.04,0,0,0,0.02,0.22,0.3,157.62,0,1.9,2.17,0,0,1.33,2.94,0.48,"bread crumbs,capers,fresh marjoram,garlic cloves,kosher salt,olive oil,olive oil,paprika,roasted red bell peppers,vegetable stock,yellow onion"
323,Pizza,200,"lunch,main course,main dish,dinner",545.16,7.8,3.99,92.27,764.83,7.86,39.26,340.16,4.82,0.89,286.75,1.33,326.96,373.25,0.2,2.82,0.69,44.49,1.22,1.7,0.41,2.78,6.02,2797.02,0.48,12.52,95.54,0,0,20.16,67.19,23.74,"anchovies,bell pepper,capers,egg,flour,garlic clove,mozzarella cheese,olive,olive oil,oregano,salt and pepper,water,yeast,yeast,tins"
